Date,State,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-14,Uttar_Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-14,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-05-14,Uttar_Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-14,Uttar_Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,N/A
2024-05-14,Uttar_Pradesh,Banana Flower,20,23 - 25,24 - 33,1kg,N/A
2024-05-14,Uttar_Pradesh,Capsicum,48,55 - 61,58 - 79,1kg,N/A
2024-05-14,Uttar_Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-14,Uttar_Pradesh,Bottle Gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-14,Uttar_Pradesh,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-14,Uttar_Pradesh,Broad Beans,31,36 - 39,37 - 51,1kg,N/A
2024-05-14,Uttar_Pradesh,Cabbage,20,23 - 25,24 - 33,1kg,N/A
2024-05-14,Uttar_Pradesh,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-14,Uttar_Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-05-14,Uttar_Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-05-14,Uttar_Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-14,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-14,Uttar_Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-14,Uttar_Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-14,Uttar_Pradesh,Corn,29,33 - 37,35 - 48,1kg,N/A
2024-05-14,Uttar_Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-14,Uttar_Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-14,Uttar_Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-14,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-14,Uttar_Pradesh,Brinjal,22,25 - 28,26 - 36,1kg,N/A
2024-05-14,Uttar_Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-14,Uttar_Pradesh,Elephant Yam,27,31 - 34,32 - 45,1kg,N/A
2024-05-14,Uttar_Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-14,Uttar_Pradesh,French Beans,55,63 - 70,66 - 91,1kg,N/A
2024-05-14,Uttar_Pradesh,Garlic,169,194 - 215,203 - 279,1kg,N/A
2024-05-14,Uttar_Pradesh,Ginger,112,129 - 142,134 - 185,1kg,N/A
2024-05-14,Uttar_Pradesh,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-05-14,Uttar_Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-14,Uttar_Pradesh,Ivy Gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-14,Uttar_Pradesh,Lemon (Lime),67,77 - 85,80 - 111,1kg,N/A
2024-05-14,Uttar_Pradesh,Mango Raw,24,28 - 30,29 - 40,1kg,N/A
2024-05-14,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-14,Uttar_Pradesh,Mushroom,79,91 - 100,95 - 130,1kg,N/A
2024-05-14,Uttar_Pradesh,Mustard Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-14,Uttar_Pradesh,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-05-14,Uttar_Pradesh,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-14,Uttar_Pradesh,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-14,Uttar_Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-14,Uttar_Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-14,Uttar_Pradesh,Snake Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-14,Uttar_Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-14,Uttar_Pradesh,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-05-14,Uttar_Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-15,Uttar_Pradesh,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-15,Uttar_Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-15,Uttar_Pradesh,Tomato,21,24 - 27,25 - 35,1kg,N/A
2024-05-15,Uttar_Pradesh,Green Chilli,69,79 - 88,83 - 114,1kg,N/A
2024-05-15,Uttar_Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-15,Uttar_Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-15,Uttar_Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-15,Uttar_Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-15,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-05-15,Uttar_Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-15,Uttar_Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-15,Uttar_Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-05-15,Uttar_Pradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-05-15,Uttar_Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-15,Uttar_Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-15,Uttar_Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-15,Uttar_Pradesh,Broad Beans,70,81 - 89,84 - 116,1kg,N/A
2024-05-15,Uttar_Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-05-15,Uttar_Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-05-15,Uttar_Pradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-15,Uttar_Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-15,Uttar_Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-15,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-15,Uttar_Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-15,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-15,Uttar_Pradesh,Corn,32,37 - 41,38 - 53,1kg,N/A
2024-05-15,Uttar_Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-05-15,Uttar_Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-15,Uttar_Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-15,Uttar_Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-15,Uttar_Pradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-05-15,Uttar_Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-05-15,Uttar_Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-05-15,Uttar_Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-15,Uttar_Pradesh,French Beans,182,209 - 231,218 - 300,1kg,N/A
2024-05-15,Uttar_Pradesh,Garlic,257,296 - 326,308 - 424,1kg,N/A
2024-05-15,Uttar_Pradesh,Ginger,103,118 - 131,124 - 170,1kg,N/A
2024-05-15,Uttar_Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-15,Uttar_Pradesh,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-05-15,Uttar_Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-15,Uttar_Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-05-15,Uttar_Pradesh,Mango Raw,25,29 - 32,30 - 41,1kg,N/A
2024-05-15,Uttar_Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-15,Uttar_Pradesh,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-05-15,Uttar_Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-15,Uttar_Pradesh,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-05-15,Uttar_Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-15,Uttar_Pradesh,Radish,40,46 - 51,48 - 66,1kg,N/A
2024-05-15,Uttar_Pradesh,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-15,Uttar_Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-15,Uttar_Pradesh,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-15,Uttar_Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-15,Uttar_Pradesh,Spinach,11,13 - 14,13 - 18,1kg,N/A
2024-05-15,Uttar_Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-16,Uttar_Pradesh,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-16,Uttar_Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-16,Uttar_Pradesh,Tomato,21,24 - 27,25 - 35,1kg,N/A
2024-05-16,Uttar_Pradesh,Green Chilli,69,79 - 88,83 - 114,1kg,N/A
2024-05-16,Uttar_Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-16,Uttar_Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-16,Uttar_Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-16,Uttar_Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-16,Uttar_Pradesh,Amla,65,75 - 83,78 - 107,1kg,N/A
2024-05-16,Uttar_Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-16,Uttar_Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,N/A
2024-05-16,Uttar_Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-05-16,Uttar_Pradesh,Capsicum,45,52 - 57,54 - 74,1kg,N/A
2024-05-16,Uttar_Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-16,Uttar_Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-16,Uttar_Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-05-16,Uttar_Pradesh,Broad Beans,70,81 - 89,84 - 116,1kg,N/A
2024-05-16,Uttar_Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-05-16,Uttar_Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-05-16,Uttar_Pradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-16,Uttar_Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-16,Uttar_Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-16,Uttar_Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-16,Uttar_Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-16,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-16,Uttar_Pradesh,Corn,32,37 - 41,38 - 53,1kg,N/A
2024-05-16,Uttar_Pradesh,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-05-16,Uttar_Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-16,Uttar_Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-16,Uttar_Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-16,Uttar_Pradesh,Brinjal,34,39 - 43,41 - 56,1kg,N/A
2024-05-16,Uttar_Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-05-16,Uttar_Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,N/A
2024-05-16,Uttar_Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-16,Uttar_Pradesh,French Beans,182,209 - 231,218 - 300,1kg,N/A
2024-05-16,Uttar_Pradesh,Garlic,257,296 - 326,308 - 424,1kg,N/A
2024-05-16,Uttar_Pradesh,Ginger,103,118 - 131,124 - 170,1kg,N/A
2024-05-16,Uttar_Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-16,Uttar_Pradesh,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-05-16,Uttar_Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-16,Uttar_Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-05-16,Uttar_Pradesh,Mango Raw,25,29 - 32,30 - 41,1kg,N/A
2024-05-16,Uttar_Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-16,Uttar_Pradesh,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-05-16,Uttar_Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-16,Uttar_Pradesh,Ladies Finger,42,48 - 53,50 - 69,1kg,N/A
2024-05-16,Uttar_Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-16,Uttar_Pradesh,Radish,40,46 - 51,48 - 66,1kg,N/A
2024-05-16,Uttar_Pradesh,Ridge Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-16,Uttar_Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-16,Uttar_Pradesh,Snake Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-16,Uttar_Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-16,Uttar_Pradesh,Spinach,11,13 - 14,13 - 18,1kg,N/A
2024-05-16,Uttar_Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,N/A
2024-05-17,Uttar_Pradesh,Onion Big,25,29 - 32,30 - 41,1kg,N/A
2024-05-17,Uttar_Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-17,Uttar_Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-17,Uttar_Pradesh,Green Chilli,66,76 - 84,79 - 109,1kg,N/A
2024-05-17,Uttar_Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-05-17,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-17,Uttar_Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-17,Uttar_Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-17,Uttar_Pradesh,Amla,75,86 - 95,90 - 124,1kg,N/A
2024-05-17,Uttar_Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-17,Uttar_Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,N/A
2024-05-17,Uttar_Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-17,Uttar_Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-05-17,Uttar_Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-17,Uttar_Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-17,Uttar_Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-17,Uttar_Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-05-17,Uttar_Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-05-17,Uttar_Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-05-17,Uttar_Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-17,Uttar_Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-17,Uttar_Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-17,Uttar_Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-17,Uttar_Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-17,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-17,Uttar_Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-17,Uttar_Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-17,Uttar_Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-17,Uttar_Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-17,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-17,Uttar_Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-05-17,Uttar_Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-05-17,Uttar_Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-05-17,Uttar_Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-17,Uttar_Pradesh,French Beans,178,205 - 226,214 - 294,1kg,N/A
2024-05-17,Uttar_Pradesh,Garlic,256,294 - 325,307 - 422,1kg,N/A
2024-05-17,Uttar_Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-05-17,Uttar_Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-17,Uttar_Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-17,Uttar_Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-17,Uttar_Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,N/A
2024-05-17,Uttar_Pradesh,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-17,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-17,Uttar_Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,N/A
2024-05-17,Uttar_Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-17,Uttar_Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-05-17,Uttar_Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-17,Uttar_Pradesh,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-05-17,Uttar_Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-17,Uttar_Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-05-17,Uttar_Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-05-17,Uttar_Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-17,Uttar_Pradesh,Spinach,12,14 - 15,14 - 20,1kg,N/A
2024-05-17,Uttar_Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-18,Uttar_Pradesh,Onion Big,25,29 - 32,30 - 41,1kg,N/A
2024-05-18,Uttar_Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-18,Uttar_Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-18,Uttar_Pradesh,Green Chilli,66,76 - 84,79 - 109,1kg,N/A
2024-05-18,Uttar_Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-05-18,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-18,Uttar_Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-18,Uttar_Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-18,Uttar_Pradesh,Amla,75,86 - 95,90 - 124,1kg,N/A
2024-05-18,Uttar_Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-18,Uttar_Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,N/A
2024-05-18,Uttar_Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-18,Uttar_Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-05-18,Uttar_Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-18,Uttar_Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-18,Uttar_Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-18,Uttar_Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-05-18,Uttar_Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-05-18,Uttar_Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-05-18,Uttar_Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-18,Uttar_Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-18,Uttar_Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-18,Uttar_Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-18,Uttar_Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-18,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-18,Uttar_Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-18,Uttar_Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-18,Uttar_Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-18,Uttar_Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-18,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-18,Uttar_Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-05-18,Uttar_Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-05-18,Uttar_Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-05-18,Uttar_Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-18,Uttar_Pradesh,French Beans,178,205 - 226,214 - 294,1kg,N/A
2024-05-18,Uttar_Pradesh,Garlic,256,294 - 325,307 - 422,1kg,N/A
2024-05-18,Uttar_Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-05-18,Uttar_Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-18,Uttar_Pradesh,Green Peas,43,49 - 55,52 - 71,1kg,N/A
2024-05-18,Uttar_Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-18,Uttar_Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,N/A
2024-05-18,Uttar_Pradesh,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-18,Uttar_Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-18,Uttar_Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,N/A
2024-05-18,Uttar_Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-18,Uttar_Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-05-18,Uttar_Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-18,Uttar_Pradesh,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-05-18,Uttar_Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-18,Uttar_Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-05-18,Uttar_Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-05-18,Uttar_Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-18,Uttar_Pradesh,Spinach,12,14 - 15,14 - 20,1kg,N/A
2024-05-18,Uttar_Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-05-19,Uttar_Pradesh,Onion Big,25,29 - 32,30 - 41,1kg,N/A
2024-05-19,Uttar_Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-19,Uttar_Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-05-19,Uttar_Pradesh,Green Chilli,66,76 - 84,79 - 109,1kg,N/A
2024-05-19,Uttar_Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-05-19,Uttar_Pradesh,Potato,33,38 - 42,40 - 54,1kg,N/A
2024-05-19,Uttar_Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-19,Uttar_Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-19,Uttar_Pradesh,Amla,75,86 - 95,90 - 124,1kg,N/A
2024-05-19,Uttar_Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-19,Uttar_Pradesh,Baby Corn,47,54 - 60,56 - 78,1kg,N/A
2024-05-19,Uttar_Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-19,Uttar_Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-05-19,Uttar_Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-19,Uttar_Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-05-19,Uttar_Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-19,Uttar_Pradesh,Broad Beans,62,71 - 79,74 - 102,1kg,N/A
2024-05-19,Uttar_Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-05-19,Uttar_Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-05-19,Uttar_Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-19,Uttar_Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-19,Uttar_Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-05-19,Uttar_Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-19,Uttar_Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-19,Uttar_Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-19,Uttar_Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-05-19,Uttar_Pradesh,Cucumber,24,28 - 30,29 - 40,1kg,N/A
2024-05-19,Uttar_Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-05-19,Uttar_Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-19,Uttar_Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-19,Uttar_Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-05-19,Uttar_Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
